date,plant,vehicle_model,part_name,supplier,defect_type,inspection_method,production_volume,defect_count,rework_cost,warranty_cost,test_stage,failure_mode,severity_score
2024-12-24,Plant-A,SUV-B,Front Bumper,Supplier-Alpha,Crack,Automated,1391,19,7491,17651,DV,Surface Damage,1
2024-01-04,Plant-C,SUV-A,Rear Bumper,Supplier-Beta,Crack,Automated,1193,14,4330,19296,PV,Loose Mounting,1
2024-12-19,Plant-B,Offroad-A,Wheel Arch Cladding,Supplier-Alpha,Crack,Manual,607,12,7033,14969,DV,Paint Peeling,10
2024-04-15,Plant-A,SUV-A,Rear Bumper,Supplier-Delta,Crack,Manual,850,14,10128,13178,Production,Loose Mounting,8
2024-03-25,Plant-A,SUV-A,Wheel Arch Cladding,Supplier-Delta,Crack,Manual,922,16,14310,17665,Production,Dimensional Variation,7
2024-08-01,Plant-B,SUV-B,Dashboard Panel,Supplier-Alpha,Warping,Manual,891,17,3292,13029,Production,Material Crack,1
2024-04-30,Plant-A,Offroad-A,Rear Bumper,Supplier-Gamma,Paint Defect,Automated,1334,13,7783,15149,PV,Material Crack,4
2024-05-11,Plant-C,Utility-A,Front Bumper,Supplier-Beta,Scratch,Automated,1122,14,7365,7700,Production,Material Crack,4
2024-12-03,Plant-B,Offroad-A,Door Trim,Supplier-Beta,Scratch,Manual,575,21,4807,7378,DV,Loose Mounting,4
2024-07-15,Plant-D,Utility-A,Dashboard Panel,Supplier-Alpha,Paint Defect,Manual,749,8,7733,8336,Production,Surface Damage,10
2024-01-19,Plant-B,SUV-A,Dashboard Panel,Supplier-Gamma,Crack,Manual,740,24,14328,12736,Production,Surface Damage,6
2024-05-09,Plant-D,SUV-A,Wheel Arch Cladding,Supplier-Gamma,Paint Defect,Automated,725,19,8762,7141,Production,Surface Damage,4
2024-01-12,Plant-D,SUV-B,Front Bumper,Supplier-Alpha,Crack,Manual,1316,19,8996,19370,DV,Paint Peeling,2
2024-03-21,Plant-B,Utility-A,Rear Bumper,Supplier-Beta,Scratch,Manual,972,15,8854,11248,DV,Surface Damage,1
2024-11-25,Plant-B,Offroad-A,Front Bumper,Supplier-Beta,Fitment Gap,Manual,1175,15,13867,16740,Production,Dimensional Variation,6
2024-12-19,Plant-D,SUV-B,Dashboard Panel,Supplier-Beta,Scratch,Manual,762,12,3967,8272,PV,Loose Mounting,6
2024-09-18,Plant-D,SUV-B,Wheel Arch Cladding,Supplier-Gamma,Scratch,Manual,514,14,2884,11347,PV,Dimensional Variation,7
2024-05-04,Plant-A,SUV-B,Front Bumper,Supplier-Alpha,Fitment Gap,Manual,840,14,11670,17493,PV,Material Crack,7
2024-11-02,Plant-B,Offroad-A,Rear Bumper,Supplier-Gamma,Paint Defect,Manual,1164,16,5089,12779,Production,Dimensional Variation,8
2024-09-23,Plant-B,SUV-B,Fender Cladding,Supplier-Beta,Warping,Manual,995,14,13792,2459,Production,Dimensional Variation,4
2024-05-19,Plant-A,Offroad-A,Dashboard Panel,Supplier-Gamma,Crack,Automated,940,13,5478,7996,PV,Dimensional Variation,9
2024-11-24,Plant-B,SUV-B,Door Trim,Supplier-Beta,Crack,Automated,1049,20,9010,4035,PV,Paint Peeling,1
2024-01-02,Plant-A,Utility-A,Door Trim,Supplier-Alpha,Scratch,Automated,536,13,12775,7113,PV,Loose Mounting,1
2024-01-08,Plant-A,SUV-A,Dashboard Panel,Supplier-Beta,Fitment Gap,Manual,1133,12,5427,8614,DV,Surface Damage,1
2024-09-06,Plant-B,Utility-A,Fender Cladding,Supplier-Delta,Scratch,Automated,1283,15,1838,12345,DV,Dimensional Variation,2
2024-05-18,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Delta,Scratch,Manual,1268,8,7722,15487,PV,Material Crack,2
2024-05-03,Plant-D,SUV-B,Front Bumper,Supplier-Alpha,Paint Defect,Automated,674,13,6343,9353,DV,Loose Mounting,3
2024-11-04,Plant-B,Utility-A,Front Bumper,Supplier-Gamma,Crack,Manual,935,13,10354,9316,DV,Loose Mounting,8
2024-08-15,Plant-C,Utility-A,Fender Cladding,Supplier-Gamma,Warping,Automated,792,19,5865,3272,Production,Dimensional Variation,5
2024-01-10,Plant-A,Utility-A,Fender Cladding,Supplier-Gamma,Fitment Gap,Automated,800,15,10488,5047,DV,Loose Mounting,1
2024-07-30,Plant-C,SUV-B,Rear Bumper,Supplier-Beta,Warping,Manual,1153,13,7825,11265,Production,Loose Mounting,10
2024-04-21,Plant-B,Offroad-A,Rear Bumper,Supplier-Delta,Fitment Gap,Automated,1452,16,1124,8144,Production,Loose Mounting,3
2024-01-08,Plant-B,SUV-A,Door Trim,Supplier-Alpha,Crack,Automated,1173,18,11272,16879,PV,Loose Mounting,5
2024-10-18,Plant-C,SUV-A,Wheel Arch Cladding,Supplier-Gamma,Paint Defect,Automated,1461,11,13588,16432,DV,Material Crack,9
2024-12-27,Plant-B,Offroad-A,Wheel Arch Cladding,Supplier-Gamma,Warping,Automated,1426,14,9269,12667,PV,Material Crack,5
2024-09-09,Plant-D,Offroad-A,Fender Cladding,Supplier-Alpha,Fitment Gap,Manual,838,13,11544,2208,Production,Material Crack,6
2024-01-14,Plant-C,Utility-A,Door Trim,Supplier-Beta,Scratch,Manual,1478,20,10321,12251,DV,Surface Damage,2
2024-08-27,Plant-A,SUV-A,Door Trim,Supplier-Gamma,Crack,Manual,1439,9,11771,2102,PV,Material Crack,6
2024-08-29,Plant-C,Offroad-A,Rear Bumper,Supplier-Beta,Paint Defect,Manual,522,11,5206,14479,PV,Surface Damage,5
2024-12-07,Plant-C,Utility-A,Front Bumper,Supplier-Beta,Scratch,Manual,849,19,5276,9571,PV,Dimensional Variation,4
2024-05-28,Plant-C,SUV-A,Wheel Arch Cladding,Supplier-Beta,Paint Defect,Automated,1348,25,3412,9123,Production,Loose Mounting,10
2024-08-23,Plant-C,SUV-B,Door Trim,Supplier-Gamma,Fitment Gap,Manual,565,12,10863,17790,PV,Material Crack,9
2024-11-01,Plant-A,SUV-B,Rear Bumper,Supplier-Gamma,Scratch,Manual,894,6,8942,18694,PV,Dimensional Variation,8
2024-06-15,Plant-A,SUV-A,Rear Bumper,Supplier-Alpha,Paint Defect,Manual,932,21,11992,15368,DV,Loose Mounting,7
2024-01-20,Plant-A,SUV-A,Rear Bumper,Supplier-Alpha,Crack,Manual,1473,18,5260,13839,Production,Dimensional Variation,4
2024-08-03,Plant-C,SUV-B,Front Bumper,Supplier-Beta,Warping,Manual,1069,8,9675,10543,Production,Paint Peeling,3
2024-12-08,Plant-D,SUV-B,Door Trim,Supplier-Gamma,Warping,Manual,528,14,13592,15186,DV,Loose Mounting,1
2024-05-14,Plant-D,SUV-A,Fender Cladding,Supplier-Beta,Scratch,Automated,582,21,1451,6299,PV,Loose Mounting,3
2024-05-08,Plant-A,Utility-A,Fender Cladding,Supplier-Alpha,Crack,Automated,975,22,4101,11115,PV,Surface Damage,2
2024-10-20,Plant-D,Offroad-A,Rear Bumper,Supplier-Beta,Crack,Manual,934,16,11035,17560,DV,Loose Mounting,5
2024-09-02,Plant-D,Offroad-A,Rear Bumper,Supplier-Delta,Paint Defect,Manual,1140,12,10013,6569,DV,Dimensional Variation,8
2024-07-07,Plant-D,SUV-A,Front Bumper,Supplier-Beta,Scratch,Manual,632,9,10779,3284,Production,Paint Peeling,4
2024-02-13,Plant-D,Offroad-A,Rear Bumper,Supplier-Gamma,Crack,Automated,614,15,5970,9368,DV,Paint Peeling,7
2024-03-26,Plant-D,SUV-B,Dashboard Panel,Supplier-Beta,Paint Defect,Manual,533,14,10385,13190,PV,Material Crack,9
2024-02-13,Plant-B,SUV-B,Door Trim,Supplier-Beta,Crack,Automated,1136,16,6786,17853,PV,Material Crack,4
2024-11-25,Plant-A,Offroad-A,Rear Bumper,Supplier-Gamma,Scratch,Automated,577,13,13034,14641,PV,Dimensional Variation,5
2024-05-24,Plant-C,SUV-A,Rear Bumper,Supplier-Delta,Crack,Manual,774,14,3398,5893,Production,Material Crack,9
2024-02-20,Plant-D,SUV-B,Door Trim,Supplier-Gamma,Crack,Automated,843,14,9719,10637,PV,Paint Peeling,2
2024-08-29,Plant-B,Utility-A,Wheel Arch Cladding,Supplier-Alpha,Crack,Automated,1179,22,10932,18451,DV,Paint Peeling,2
2024-10-20,Plant-C,Utility-A,Dashboard Panel,Supplier-Delta,Warping,Manual,580,11,11310,11082,Production,Surface Damage,10
2024-02-20,Plant-B,SUV-B,Dashboard Panel,Supplier-Delta,Fitment Gap,Automated,1461,16,14258,13212,Production,Loose Mounting,2
2024-09-22,Plant-D,SUV-B,Fender Cladding,Supplier-Gamma,Scratch,Automated,1106,19,14554,11063,Production,Loose Mounting,1
2024-04-29,Plant-D,Offroad-A,Rear Bumper,Supplier-Beta,Warping,Manual,1220,11,8284,11748,PV,Material Crack,6
2024-07-18,Plant-D,SUV-A,Door Trim,Supplier-Alpha,Fitment Gap,Manual,1459,15,12873,18003,DV,Dimensional Variation,1
2024-09-04,Plant-D,Offroad-A,Fender Cladding,Supplier-Alpha,Crack,Automated,571,14,12817,18479,Production,Loose Mounting,5
2024-03-10,Plant-C,SUV-A,Front Bumper,Supplier-Delta,Crack,Manual,644,18,2994,8810,Production,Loose Mounting,10
2024-12-06,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Alpha,Warping,Manual,537,13,1633,11542,Production,Paint Peeling,4
2024-02-26,Plant-B,Utility-A,Rear Bumper,Supplier-Delta,Paint Defect,Manual,973,8,10951,9196,DV,Material Crack,1
2024-02-08,Plant-A,SUV-A,Wheel Arch Cladding,Supplier-Delta,Scratch,Manual,670,16,12372,14984,DV,Dimensional Variation,8
2024-10-15,Plant-D,Offroad-A,Rear Bumper,Supplier-Alpha,Fitment Gap,Automated,539,21,4571,11696,PV,Surface Damage,5
2024-01-18,Plant-B,SUV-B,Rear Bumper,Supplier-Delta,Crack,Manual,672,13,2312,7713,DV,Dimensional Variation,6
2024-08-07,Plant-B,SUV-A,Rear Bumper,Supplier-Beta,Scratch,Manual,923,10,14150,14839,PV,Material Crack,7
2024-11-08,Plant-B,Offroad-A,Wheel Arch Cladding,Supplier-Delta,Crack,Manual,698,18,3394,4462,DV,Dimensional Variation,8
2024-08-31,Plant-D,Utility-A,Dashboard Panel,Supplier-Beta,Crack,Manual,1387,14,12110,4311,PV,Loose Mounting,3
2024-12-17,Plant-D,SUV-B,Front Bumper,Supplier-Beta,Crack,Automated,1355,14,10958,2962,PV,Dimensional Variation,6
2024-10-30,Plant-B,Utility-A,Dashboard Panel,Supplier-Beta,Scratch,Automated,721,16,8361,2162,PV,Material Crack,9
2024-10-24,Plant-D,SUV-A,Door Trim,Supplier-Alpha,Warping,Automated,1101,12,4069,16181,Production,Dimensional Variation,4
2024-10-09,Plant-B,Utility-A,Door Trim,Supplier-Beta,Scratch,Automated,1297,19,14831,2330,PV,Material Crack,8
2024-03-14,Plant-C,Utility-A,Dashboard Panel,Supplier-Alpha,Scratch,Automated,1174,19,2578,11971,Production,Loose Mounting,3
2024-04-19,Plant-D,SUV-A,Front Bumper,Supplier-Gamma,Paint Defect,Manual,949,14,8280,3007,DV,Paint Peeling,1
2024-06-28,Plant-C,SUV-B,Front Bumper,Supplier-Beta,Paint Defect,Automated,927,13,11670,12355,Production,Dimensional Variation,2
2024-02-01,Plant-A,SUV-A,Rear Bumper,Supplier-Delta,Warping,Manual,1399,18,7923,12838,PV,Loose Mounting,5
2024-08-21,Plant-D,Offroad-A,Rear Bumper,Supplier-Gamma,Paint Defect,Automated,947,19,9531,14996,Production,Paint Peeling,7
2024-10-08,Plant-A,SUV-A,Door Trim,Supplier-Gamma,Warping,Manual,1144,15,13327,5485,PV,Loose Mounting,6
2024-01-25,Plant-B,SUV-A,Rear Bumper,Supplier-Beta,Crack,Automated,931,15,8172,11124,Production,Paint Peeling,9
2024-11-26,Plant-D,SUV-B,Rear Bumper,Supplier-Alpha,Crack,Manual,821,21,11679,5526,DV,Paint Peeling,4
2024-10-05,Plant-D,Offroad-A,Front Bumper,Supplier-Gamma,Scratch,Automated,1362,12,4559,6724,Production,Surface Damage,7
2024-08-13,Plant-D,Utility-A,Wheel Arch Cladding,Supplier-Beta,Crack,Manual,1294,21,12576,9264,PV,Paint Peeling,4
2024-02-26,Plant-A,Utility-A,Dashboard Panel,Supplier-Gamma,Paint Defect,Automated,651,18,14260,11983,Production,Paint Peeling,3
2024-06-28,Plant-A,Utility-A,Fender Cladding,Supplier-Gamma,Fitment Gap,Manual,1323,17,7509,12241,PV,Loose Mounting,6
2024-08-19,Plant-B,Utility-A,Fender Cladding,Supplier-Beta,Scratch,Automated,544,17,14568,4052,PV,Material Crack,5
2024-12-08,Plant-C,SUV-B,Rear Bumper,Supplier-Delta,Warping,Manual,823,16,5768,12982,DV,Paint Peeling,10
2024-10-13,Plant-C,Offroad-A,Rear Bumper,Supplier-Delta,Crack,Manual,911,12,3235,11212,PV,Paint Peeling,8
2024-03-04,Plant-A,SUV-B,Dashboard Panel,Supplier-Delta,Scratch,Automated,760,22,12336,19038,PV,Material Crack,10
2024-08-19,Plant-D,SUV-A,Fender Cladding,Supplier-Gamma,Scratch,Manual,718,14,4302,10663,DV,Paint Peeling,2
2024-10-15,Plant-C,Offroad-A,Front Bumper,Supplier-Alpha,Scratch,Automated,1119,16,9225,5740,PV,Dimensional Variation,4
2024-07-31,Plant-C,Offroad-A,Fender Cladding,Supplier-Alpha,Crack,Manual,546,9,6191,10796,Production,Dimensional Variation,8
2024-09-14,Plant-A,Utility-A,Fender Cladding,Supplier-Gamma,Warping,Manual,1144,25,12747,19108,DV,Loose Mounting,1
2024-01-18,Plant-B,Utility-A,Fender Cladding,Supplier-Gamma,Scratch,Automated,1272,7,4659,18536,DV,Surface Damage,10
2024-06-23,Plant-A,Utility-A,Rear Bumper,Supplier-Beta,Scratch,Manual,1187,17,12619,5261,PV,Dimensional Variation,3
2024-08-16,Plant-A,Utility-A,Rear Bumper,Supplier-Alpha,Scratch,Manual,1132,15,12858,18251,PV,Dimensional Variation,7
2024-08-13,Plant-D,SUV-A,Dashboard Panel,Supplier-Gamma,Crack,Manual,1340,11,10446,12892,DV,Paint Peeling,2
2024-03-24,Plant-A,Utility-A,Fender Cladding,Supplier-Delta,Paint Defect,Automated,802,18,10876,16525,Production,Paint Peeling,7
2024-10-17,Plant-D,SUV-B,Rear Bumper,Supplier-Alpha,Warping,Automated,689,18,7634,18293,PV,Dimensional Variation,6
2024-09-02,Plant-B,Offroad-A,Dashboard Panel,Supplier-Gamma,Scratch,Manual,1422,10,11987,11599,Production,Dimensional Variation,7
2024-04-19,Plant-D,SUV-A,Fender Cladding,Supplier-Beta,Scratch,Automated,1271,14,9368,5256,PV,Paint Peeling,8
2024-09-10,Plant-B,SUV-A,Front Bumper,Supplier-Beta,Scratch,Automated,1188,9,14322,3278,PV,Material Crack,6
2024-03-28,Plant-B,Offroad-A,Rear Bumper,Supplier-Alpha,Crack,Automated,1483,22,9826,12784,DV,Dimensional Variation,6
2024-03-12,Plant-B,Offroad-A,Wheel Arch Cladding,Supplier-Delta,Paint Defect,Manual,1358,11,7361,4359,DV,Surface Damage,7
2024-01-30,Plant-A,Offroad-A,Dashboard Panel,Supplier-Alpha,Scratch,Automated,1076,9,14444,19803,Production,Material Crack,2
2024-06-20,Plant-D,SUV-A,Rear Bumper,Supplier-Gamma,Scratch,Manual,1363,15,6691,12204,DV,Surface Damage,3
2024-11-04,Plant-C,SUV-B,Front Bumper,Supplier-Delta,Crack,Automated,835,23,14469,8044,Production,Surface Damage,10
2024-12-08,Plant-A,SUV-B,Front Bumper,Supplier-Gamma,Warping,Manual,1354,17,7721,5131,Production,Loose Mounting,1
2024-06-25,Plant-B,Offroad-A,Rear Bumper,Supplier-Delta,Warping,Manual,719,14,10687,13415,DV,Paint Peeling,8
2024-05-18,Plant-C,SUV-A,Door Trim,Supplier-Delta,Paint Defect,Manual,1328,15,9040,14728,Production,Surface Damage,3
2024-07-12,Plant-A,Utility-A,Dashboard Panel,Supplier-Gamma,Warping,Manual,1159,10,11383,12754,DV,Dimensional Variation,3
2024-07-04,Plant-C,SUV-A,Fender Cladding,Supplier-Alpha,Scratch,Automated,1476,19,9401,4756,Production,Dimensional Variation,1
2024-08-05,Plant-B,Offroad-A,Fender Cladding,Supplier-Beta,Crack,Automated,1111,15,12595,2554,Production,Material Crack,6
2024-06-12,Plant-C,SUV-A,Front Bumper,Supplier-Delta,Scratch,Automated,618,11,7233,3146,PV,Dimensional Variation,3
2024-06-09,Plant-C,SUV-A,Rear Bumper,Supplier-Delta,Scratch,Automated,1120,17,6131,3035,DV,Dimensional Variation,4
2024-01-13,Plant-B,SUV-A,Door Trim,Supplier-Beta,Paint Defect,Automated,1403,16,8193,15454,DV,Loose Mounting,1
2024-10-22,Plant-C,Utility-A,Dashboard Panel,Supplier-Alpha,Warping,Manual,581,14,7467,6389,DV,Surface Damage,2
2024-03-29,Plant-A,Offroad-A,Wheel Arch Cladding,Supplier-Beta,Warping,Manual,512,10,2274,14396,DV,Paint Peeling,1
2024-11-19,Plant-C,Offroad-A,Fender Cladding,Supplier-Alpha,Warping,Automated,1468,13,11481,6367,PV,Material Crack,6
2024-02-11,Plant-D,Offroad-A,Dashboard Panel,Supplier-Delta,Scratch,Automated,1432,15,3612,19380,PV,Loose Mounting,9
2024-07-28,Plant-A,SUV-B,Dashboard Panel,Supplier-Delta,Crack,Automated,977,11,3902,7823,PV,Surface Damage,9
2024-08-16,Plant-C,SUV-B,Door Trim,Supplier-Gamma,Crack,Manual,798,15,6204,15966,PV,Surface Damage,7
2024-12-15,Plant-D,Offroad-A,Dashboard Panel,Supplier-Alpha,Scratch,Manual,591,8,10391,19631,DV,Dimensional Variation,10
2024-10-01,Plant-D,SUV-A,Fender Cladding,Supplier-Beta,Fitment Gap,Manual,1249,21,13580,19471,Production,Dimensional Variation,10
2024-10-05,Plant-D,SUV-A,Rear Bumper,Supplier-Alpha,Scratch,Automated,1195,10,7113,13193,DV,Material Crack,6
2024-09-07,Plant-C,Offroad-A,Fender Cladding,Supplier-Alpha,Warping,Manual,1189,23,10260,16586,DV,Paint Peeling,1
2024-11-05,Plant-B,Utility-A,Wheel Arch Cladding,Supplier-Alpha,Scratch,Automated,1221,11,14002,4639,PV,Dimensional Variation,3
2024-07-26,Plant-D,Utility-A,Rear Bumper,Supplier-Alpha,Fitment Gap,Automated,775,12,5738,19063,PV,Paint Peeling,7
2024-11-16,Plant-B,SUV-A,Front Bumper,Supplier-Beta,Scratch,Manual,803,15,11629,9480,DV,Dimensional Variation,5
2024-05-19,Plant-A,SUV-A,Door Trim,Supplier-Gamma,Warping,Automated,1367,21,6581,17903,DV,Paint Peeling,9
2024-10-06,Plant-B,SUV-B,Fender Cladding,Supplier-Delta,Paint Defect,Automated,1286,13,4461,4633,Production,Dimensional Variation,7
2024-02-03,Plant-B,Utility-A,Rear Bumper,Supplier-Beta,Crack,Manual,1336,13,12852,2399,PV,Dimensional Variation,3
2024-11-04,Plant-B,SUV-A,Dashboard Panel,Supplier-Beta,Fitment Gap,Manual,1493,12,11396,14164,Production,Dimensional Variation,10
2024-01-18,Plant-B,SUV-A,Rear Bumper,Supplier-Delta,Paint Defect,Automated,772,14,7304,10062,DV,Dimensional Variation,1
2024-02-26,Plant-B,Offroad-A,Fender Cladding,Supplier-Gamma,Crack,Automated,911,16,6648,16779,PV,Paint Peeling,7
2024-04-21,Plant-A,SUV-B,Front Bumper,Supplier-Beta,Paint Defect,Automated,535,12,2976,10275,DV,Loose Mounting,8
2024-01-05,Plant-A,Utility-A,Fender Cladding,Supplier-Delta,Scratch,Automated,921,13,5874,4956,PV,Material Crack,3
2024-06-30,Plant-B,Utility-A,Front Bumper,Supplier-Gamma,Scratch,Automated,977,15,9001,9275,Production,Loose Mounting,8
2024-01-13,Plant-B,SUV-B,Dashboard Panel,Supplier-Gamma,Crack,Automated,1001,19,13065,19393,Production,Paint Peeling,6
2024-12-04,Plant-D,SUV-A,Fender Cladding,Supplier-Alpha,Crack,Automated,837,18,5318,17141,PV,Material Crack,10
2024-10-11,Plant-A,Utility-A,Rear Bumper,Supplier-Beta,Scratch,Automated,1081,22,13011,18026,Production,Dimensional Variation,10
2024-09-15,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Scratch,Automated,1127,14,11363,9529,Production,Loose Mounting,1
2024-03-30,Plant-A,Utility-A,Wheel Arch Cladding,Supplier-Beta,Crack,Manual,909,22,12044,5363,DV,Material Crack,1
2024-04-13,Plant-C,Offroad-A,Dashboard Panel,Supplier-Delta,Crack,Automated,962,18,14461,4074,PV,Loose Mounting,1
2024-07-04,Plant-D,SUV-B,Rear Bumper,Supplier-Beta,Crack,Manual,1012,15,13834,11525,DV,Paint Peeling,3
2024-09-06,Plant-B,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Warping,Automated,580,19,4974,7019,Production,Material Crack,2
2024-09-11,Plant-D,SUV-B,Dashboard Panel,Supplier-Delta,Warping,Manual,978,19,12124,11667,DV,Dimensional Variation,10
2024-03-16,Plant-B,SUV-A,Front Bumper,Supplier-Delta,Scratch,Manual,885,11,6646,15126,Production,Surface Damage,1
2024-04-17,Plant-A,SUV-B,Rear Bumper,Supplier-Alpha,Warping,Automated,919,10,4459,13278,Production,Dimensional Variation,6
2024-06-04,Plant-B,Offroad-A,Front Bumper,Supplier-Delta,Fitment Gap,Manual,939,10,4340,12216,DV,Surface Damage,4
2024-03-22,Plant-C,Offroad-A,Rear Bumper,Supplier-Gamma,Scratch,Manual,534,22,8708,3308,DV,Dimensional Variation,2
2024-03-17,Plant-C,SUV-B,Front Bumper,Supplier-Alpha,Fitment Gap,Manual,1394,21,6425,2742,PV,Paint Peeling,5
2024-09-14,Plant-D,Offroad-A,Front Bumper,Supplier-Gamma,Paint Defect,Manual,1294,19,5111,12237,PV,Material Crack,2
2024-05-06,Plant-A,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Fitment Gap,Automated,1000,12,5608,8760,DV,Loose Mounting,1
2024-10-08,Plant-C,Offroad-A,Rear Bumper,Supplier-Alpha,Paint Defect,Manual,1206,17,10249,15103,Production,Dimensional Variation,3
2024-03-28,Plant-D,SUV-A,Fender Cladding,Supplier-Alpha,Fitment Gap,Automated,683,13,5449,13333,Production,Surface Damage,10
2024-07-22,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Beta,Paint Defect,Manual,1057,15,6583,17256,PV,Material Crack,10
2024-01-16,Plant-A,SUV-B,Front Bumper,Supplier-Gamma,Paint Defect,Manual,647,20,4039,16183,DV,Loose Mounting,3
2024-05-30,Plant-D,SUV-A,Front Bumper,Supplier-Beta,Scratch,Automated,763,22,14415,18168,PV,Surface Damage,8
2024-09-10,Plant-C,SUV-A,Fender Cladding,Supplier-Delta,Crack,Manual,1104,15,14600,15670,PV,Surface Damage,7
2024-07-06,Plant-C,SUV-A,Fender Cladding,Supplier-Delta,Crack,Automated,1339,13,1142,4125,DV,Material Crack,3
2024-11-24,Plant-D,SUV-A,Front Bumper,Supplier-Beta,Scratch,Automated,988,15,1976,11938,Production,Paint Peeling,3
2024-02-01,Plant-C,Utility-A,Fender Cladding,Supplier-Alpha,Paint Defect,Automated,1125,16,1336,9220,PV,Paint Peeling,7
2024-09-27,Plant-D,Offroad-A,Door Trim,Supplier-Delta,Crack,Manual,1358,14,11018,4604,DV,Paint Peeling,2
2024-01-05,Plant-C,Offroad-A,Wheel Arch Cladding,Supplier-Alpha,Crack,Manual,781,20,5788,19506,DV,Material Crack,7
2024-11-25,Plant-C,Utility-A,Rear Bumper,Supplier-Beta,Fitment Gap,Automated,1114,11,14303,9099,DV,Surface Damage,2
2024-11-03,Plant-D,SUV-A,Fender Cladding,Supplier-Alpha,Warping,Automated,701,13,7044,11295,Production,Material Crack,2
2024-11-28,Plant-D,SUV-B,Fender Cladding,Supplier-Gamma,Scratch,Manual,1073,21,11615,5573,DV,Paint Peeling,3
2024-06-17,Plant-C,SUV-B,Door Trim,Supplier-Delta,Warping,Manual,1105,17,8371,4619,PV,Dimensional Variation,7
2024-06-29,Plant-D,SUV-B,Rear Bumper,Supplier-Alpha,Paint Defect,Automated,916,18,3020,13834,PV,Material Crack,7
2024-06-26,Plant-C,SUV-A,Door Trim,Supplier-Alpha,Fitment Gap,Manual,816,18,9780,17527,DV,Dimensional Variation,2
2024-05-22,Plant-B,Utility-A,Rear Bumper,Supplier-Gamma,Crack,Automated,727,13,6158,6352,Production,Paint Peeling,2
2024-12-27,Plant-A,Utility-A,Wheel Arch Cladding,Supplier-Alpha,Fitment Gap,Manual,1415,14,2536,3779,Production,Material Crack,3
2024-09-04,Plant-A,Utility-A,Fender Cladding,Supplier-Beta,Scratch,Automated,567,15,9752,14516,DV,Material Crack,8
2024-05-06,Plant-C,Offroad-A,Wheel Arch Cladding,Supplier-Beta,Paint Defect,Manual,1482,15,10548,16333,Production,Dimensional Variation,2
2024-09-19,Plant-A,Offroad-A,Rear Bumper,Supplier-Beta,Fitment Gap,Manual,1296,20,1343,3045,DV,Loose Mounting,4
2024-02-09,Plant-C,Offroad-A,Fender Cladding,Supplier-Delta,Fitment Gap,Manual,1313,17,8255,10002,Production,Dimensional Variation,6
2024-12-20,Plant-D,Offroad-A,Door Trim,Supplier-Alpha,Fitment Gap,Manual,979,11,2379,19866,Production,Paint Peeling,5
2024-09-11,Plant-B,SUV-B,Front Bumper,Supplier-Delta,Crack,Automated,1176,9,12140,10746,DV,Dimensional Variation,10
2024-05-22,Plant-A,SUV-B,Door Trim,Supplier-Delta,Paint Defect,Manual,600,12,6046,2062,PV,Loose Mounting,3
2024-08-27,Plant-A,Utility-A,Front Bumper,Supplier-Alpha,Crack,Automated,742,13,1845,15188,PV,Paint Peeling,10
2024-08-15,Plant-D,Offroad-A,Door Trim,Supplier-Alpha,Fitment Gap,Automated,589,18,4653,11579,PV,Material Crack,3
2024-12-06,Plant-B,Utility-A,Rear Bumper,Supplier-Beta,Crack,Automated,1448,21,12649,13800,PV,Material Crack,8
2024-07-16,Plant-B,SUV-A,Wheel Arch Cladding,Supplier-Delta,Crack,Manual,1400,19,13652,7413,PV,Loose Mounting,4
2024-03-05,Plant-B,Offroad-A,Front Bumper,Supplier-Delta,Scratch,Automated,1099,15,10462,12895,PV,Paint Peeling,3
